"WMO306CD_efrs","QualityFlagSysURL_efrs","Path_e","Name_e","Definition_e"
"524","","\Atmosphere\Visibility\Obscurations\Lithometeor type","Lithometeor type",NA
"565","","\Atmosphere\Radiation\IR\Long-wave radiation (direction unspecified)","Long-wave radiation (direction unspecified)",NA
"566","","\Atmosphere\Radiation\IR\Long-wave radiation (downwelling)","Long-wave radiation (downwelling)",NA
"567","","\Atmosphere\Radiation\IR\Long-wave radiation (upwelling)","Long-wave radiation (upwelling)",NA
"546","","\Atmosphere\Total Atmospheric Deposition\Inorganic cations\Magnesium (Mg++)","Magnesium (Mg++)",NA
"635","","\Atmosphere\Aerosol\Composition\Inorganic cations\Magnesium (Mg++), PM10","Magnesium (Mg++), PM10",NA
"636","","\Atmosphere\Aerosol\Composition\Inorganic cations\Magnesium (Mg++), PM2.5","Magnesium (Mg++), PM2.5",NA
"637","","\Atmosphere\Aerosol\Composition\Inorganic cations\Magnesium (Mg++), total aerosol","Magnesium (Mg++), total aerosol",NA
"656","","\Atmosphere\Aerosol\Composition\Major inorganic components\Major chemical components (size fractionated)","Major chemical components (size fractionated)",NA
"10007","","\Atmosphere\Aerosol\Composition\Major inorganic components","Major inorganic components",NA
"658","","\Atmosphere\Aerosol\Composition\Major inorganic components\Major inorganic components (coarse)","Major inorganic components (coarse)",NA
"659","","\Atmosphere\Aerosol\Composition\Major inorganic components\Major inorganic components (fine)","Major inorganic components (fine)",NA
"657","","\Atmosphere\Aerosol\Composition\Major inorganic components\Major inorganic components (TSP)","Major inorganic components (TSP)",NA
"605","","\Atmosphere\Total Atmospheric Deposition\Trace elements\Manganese (Mn)","Manganese (Mn)",NA
"701","","\Atmosphere\Aerosol\Composition\Trace elements\Manganese (Mn), PM10","Manganese (Mn), PM10",NA
"702","","\Atmosphere\Aerosol\Composition\Trace elements\Manganese (Mn), total aerosol","Manganese (Mn), total aerosol",NA
"364","","\Atmosphere\Aerosol\Physical properties - primary\Mass concentration (coarse) or Mass PM10","Mass concentration (coarse) or Mass PM10",NA
"365","","\Atmosphere\Aerosol\Physical properties - primary\Mass concentration (fine) or Mass PM1","Mass concentration (fine) or Mass PM1",NA
"366","","\Atmosphere\Aerosol\Physical properties - primary\Mass concentration (medium), PM2.5","Mass concentration (medium), PM2.5",NA
"367","","\Atmosphere\Aerosol\Physical properties - primary\Mass concentration (size fractionated)","Mass concentration (size fractionated)",NA
"368","","\Atmosphere\Aerosol\Physical properties - primary\Mass concentration (total aerosol) or Mass TSP","Mass concentration (total aerosol) or Mass TSP",NA
"253","","\Atmosphere\Humidity\Mass mixing ratio","Mass mixing ratio",NA
"740","","\Ocean\Topography\Mean dynamic topography (MDT)","Mean dynamic topography (MDT)",NA
"741","","\Ocean\Topography\Mean sea surface (MSS)","Mean sea surface (MSS)",NA
"186","","\Atmosphere\Clouds\Melting layer depth in clouds","Melting layer depth in clouds","Depth of the atmospheric layer in cloud where liquid-solid states transform into each other"
"606","","\Atmosphere\Total Atmospheric Deposition\Trace elements\Mercury (Hg)","Mercury (Hg)",NA
"703","","\Atmosphere\Aerosol\Composition\Trace elements\Mercury (Hg), total aerosol","Mercury (Hg), total aerosol",NA
"525","","\Atmosphere\Visibility\Obscurations\Meteorological Optical Range","Meteorological Optical Range",NA
"10066","","\Ocean\Miscellaneous","Miscellaneous",NA
"325","","\Atmosphere\Aerosol\Optical properties\Multiwavelength optical depth, total aerosol","Multiwavelength optical depth, total aerosol","Aerosol optical depth of the atmospheric column determined at multiple wavelengths"
"84","","\Ocean\Other Gas\N2, Ar, O2 ","N2, Ar, O2 ",NA
"201","","\Atmosphere\Gas\Greenhouse Gas\N2O","N2O",NA
"501","","\Atmosphere\Gas\Reactive Gas\VOC\n-C4H10 (n-butane)","n-C4H10 (n-butane)",NA
"502","","\Atmosphere\Gas\Reactive Gas\VOC\n-C5H12 (n-pentane)","n-C5H12 (n-pentane)",NA
"503","","\Atmosphere\Gas\Reactive Gas\VOC\n-C7H16 (n-heptane)","n-C7H16 (n-heptane)",NA
"607","","\Atmosphere\Total Atmospheric Deposition\Trace elements\Nickel (Ni)","Nickel (Ni)",NA
"704","","\Atmosphere\Aerosol\Composition\Trace elements\Nickel (Ni), PM10","Nickel (Ni), PM10",NA
"705","","\Atmosphere\Aerosol\Composition\Trace elements\Nickel (Ni), total aerosol","Nickel (Ni), total aerosol",NA
"569","","\Atmosphere\Total Atmospheric Deposition\Inorganic nitrogen species\Nitrate (NO3-)","Nitrate (NO3-)",NA
"650","","\Atmosphere\Aerosol\Composition\Inorganic nitrogen species\Nitrate (NO3-), PM10","Nitrate (NO3-), PM10",NA
"651","","\Atmosphere\Aerosol\Composition\Inorganic nitrogen species\Nitrate (NO3-), PM2.5","Nitrate (NO3-), PM2.5",NA
"652","","\Atmosphere\Aerosol\Composition\Inorganic nitrogen species\Nitrate (NO3-), total aerosol","Nitrate (NO3-), total aerosol",NA
"570","","\Atmosphere\Total Atmospheric Deposition\Inorganic nitrogen species\Nitrite (NO2-)","Nitrite (NO2-)",NA
"653","","\Atmosphere\Aerosol\Composition\Inorganic nitrogen species\Nitrite (NO2-), total aerosol","Nitrite (NO2-), total aerosol",NA
"10048","","\Atmosphere\Gas\Reactive Gas\Nitrogen containing compounds","Nitrogen containing compounds",NA
"10068","","\Ocean\Biology\Nitrogen species","Nitrogen species",NA
"10117","","\Ocean\Miscellaneous\Nitrogen species","Nitrogen species",NA
"494","","\Atmosphere\Gas\Reactive Gas\VOC\NMHC","NMHC",NA
"395","","\Atmosphere\Gas\Reactive Gas\Nitrogen containing compounds\NO","NO",NA
"396","","\Atmosphere\Gas\Reactive Gas\Nitrogen containing compounds\NO2","NO2",NA
"311","","\Ocean\Biology\Nitrogen species\NO2- (nitrite)","NO2- (nitrite)","nitrite concentration in sea water"
"312","","\Ocean\Biology\Nitrogen species\NO3- (nitrate)","NO3- (nitrate)","nitrate concentration in sea water"
"426","","\Terrestrial\Land surface\Vegetation\Normalised Difference Vegetation Index (NDVI)","Normalised Difference Vegetation Index (NDVI)","Difference between maximum (in NIR) and minimum (around the Red) vegetation reflectance, normalised to the summation. Representative of total biomass, supportive for computing LAI if not directly measured"
"397","","\Atmosphere\Gas\Reactive Gas\Nitrogen containing compounds\NOx","NOx",NA
"398","","\Atmosphere\Gas\Reactive Gas\Nitrogen containing compounds\NOy","NOy",NA
"369","","\Atmosphere\Aerosol\Physical properties - primary\Number concentration","Number concentration",NA
"370","","\Atmosphere\Aerosol\Physical properties - primary\Number size distribution, PM10","Number size distribution, PM10",NA
"371","","\Atmosphere\Aerosol\Physical properties - primary\Number size distribution, total aerosol","Number size distribution, total aerosol",NA
"85","","\Ocean\Other Gas\O2/Ar ratio","O2/Ar ratio",NA
"254","","\Atmosphere\Humidity\Object wetness duration","Object wetness duration",NA
"10060","","\Atmosphere\Visibility\Obscurations","Obscurations",NA
"526","","\Atmosphere\Visibility\Obscurations\Obscuration type","Obscuration type",NA
"213","","\Atmosphere\Precipitation\Occurrence of precipitation during last period","Occurrence of precipitation during last period",NA
"10063","","\Ocean","Ocean",NA
"62","","\Ocean\Currents\Ocean Current - Direction","Ocean Current - Direction",NA
"63","","\Ocean\Currents\Ocean Current - Speed","Ocean Current - Speed","Ocean motion measured at various depth levels."
"64","","\Ocean\Topography\Ocean dynamic topography (ODT)","Ocean dynamic topography (ODT)","Deviation of sea level from the geoid caused by ocean currents (after corrections for tides and atmospheric pressure effects) - Physical unit: [ cm ] - Accuracy unit: [ cm ]."
"91","","\Ocean\Basic Physical Properties\Ocean salinity","Ocean salinity","3D field of salinity of the ocean Requested in upper and deep ocean - Physical unit: [ psu ], Practical Salinity Unit, close to 1, determined by CTD"
"86","","\Ocean\Other Gas\Ocean subsurface dissolved oxygen concentration","Ocean subsurface dissolved oxygen concentration","Concentration of dissolved oxygen"
"65","","\Ocean\Currents\Ocean surface currents (vector)","Ocean surface currents (vector)","Water flow on ocean surface - Physical unit: [ cm/s ] - Accuracy unit: [ cm/s ] intended as vector error, i.e. the module of the vector difference between the observed vector and the true vector."
"72","","\Ocean\Miscellaneous\Ocean suspended sediments concentration","Ocean suspended sediments concentration","Variable extracted from ocean colour observation. Indicative of river outflow, re-suspension or pollution of other-than-biological origin. Uncertainty expressed in g/m<sup>3</sup>&nbsp;at a specific concentration (e.g., 2 g/m<sup>3</sup>&nbsp;)."
"94","","\Ocean\Basic Physical Properties\Ocean temperature","Ocean temperature","3D field of temperature of the ocean Requested in upper and deep ocean."
"73","","\Ocean\Miscellaneous\Oil spill cover","Oil spill cover","Fraction of an ocean area polluted by hydrocarbons released from ships or off-shore platforms, accidentally or deliberately."
"507","","\Atmosphere\Clouds\Optical properties\Optical depth of fog","Optical depth of fog",NA
"508","","\Atmosphere\Clouds\Optical properties\Optical depth within each layer","Optical depth within each layer",NA
"10011","","\Atmosphere\Aerosol\Optical properties","Optical properties",NA
"10019","","\Atmosphere\Clouds\Optical properties","Optical properties",NA
"10057","","\Atmosphere\Total Atmospheric Deposition\Organic acid","Organic acid",NA
"10008","","\Atmosphere\Aerosol\Composition\Organic anions","Organic anions",NA
"10009","","\Atmosphere\Aerosol\Composition\Organic carbonaceous","Organic carbonaceous",NA
"660","","\Atmosphere\Aerosol\Composition\Major inorganic components\Other chemical components (coarse)","Other chemical components (coarse)",NA
"661","","\Atmosphere\Aerosol\Composition\Major inorganic components\Other chemical components (fine)","Other chemical components (fine)",NA
"10033","","\Atmosphere\Gas\Other Gas","Other Gas",NA
"10070","","\Ocean\Other Gas","Other Gas",NA
"10085","","\Outer Space","Outer Space",NA
"87","","\Ocean\Other Gas\Oxygen, dissolved","Oxygen, dissolved",NA
"10034","","\Atmosphere\Gas\Ozone","Ozone",NA
"10037","","\Atmosphere\POPs\PAH","PAH",NA
"10087","","\Outer Space\Energetic particles / solar wind \Particle density","Particle density",NA
"10088","","\Outer Space\Energetic particles / solar wind \Particle flux","Particle flux",NA
"10035","","\Atmosphere\Past weather","Past weather",NA
"265","","\Atmosphere\Past weather\Past weather","Past weather",NA
"735","","\Ocean\Greenhouse Gas\pCO2","pCO2","Partial pressure of CO2 "
"736","","\Ocean\Greenhouse Gas\pCO2 air-sea flux","pCO2 air-sea flux","Flux of CO2 from the ocean into the atmosphere"
"354","","\Terrestrial\Land surface\Snow / Ice / Glacier\Permafrost","Permafrost",NA
"10029","","\Atmosphere\Gas\Greenhouse Gas\PFCs","PFCs",NA
"79","","\Ocean\Miscellaneous\pH","pH","The hydrogen ion concentration in seawater, which is a measure of acidity and alkalinity"
"542","","\Atmosphere\Total Atmospheric Deposition\Inorganic anions\Phosphate (PO4---)","Phosphate (PO4---)",NA
"706","","\Atmosphere\Aerosol\Composition\Trace elements\Phosphorous (P), PM2.5","Phosphorous (P), PM2.5",NA
"707","","\Atmosphere\Aerosol\Composition\Trace elements\Phosphorous (P), total aerosol","Phosphorous (P), total aerosol",NA
"10069","","\Ocean\Biology\Phosporus species","Phosporus species",NA
"564","","\Terrestrial\Land surface\Radiation\Photosynthetically Active Radiation (PAR)","Photosynthetically Active Radiation (PAR)","Flux of downwelling photons of wavelength 0.4-0.7"
"10012","","\Atmosphere\Aerosol\Physical properties - primary","Physical properties - primary",NA
"10015","","\Atmosphere\Aerosol\Physical properties - secondary","Physical properties - secondary",NA
"549","","\Ocean\Other Gas\CTD\pO2","pO2",NA
"399","","\Ocean\Biology\Phosporus species\PO4= (phosphate)","PO4= (phosphate)","phosphate conetration in sea water"
"10038","","\Atmosphere\POPs\POP","POP",NA
"10036","","\Atmosphere\POPs","POPs",NA
"10020","","\Atmosphere\Clouds\Position","Position",NA
"10032","","\Atmosphere\Lightning\Position","Position",NA
"547","","\Atmosphere\Total Atmospheric Deposition\Inorganic cations\Potassium (K+)","Potassium (K+)",NA
"638","","\Atmosphere\Aerosol\Composition\Inorganic cations\Potassium (K+), PM10","Potassium (K+), PM10",NA
"639","","\Atmosphere\Aerosol\Composition\Inorganic cations\Potassium (K+), PM2.5","Potassium (K+), PM2.5",NA
"640","","\Atmosphere\Aerosol\Composition\Inorganic cations\Potassium (K+), total aerosol","Potassium (K+), total aerosol",NA
"10039","","\Atmosphere\Precipitation","Precipitation",NA
"10040","","\Atmosphere\Present weather","Present weather",NA
"266","","\Atmosphere\Present weather\Present weather","Present weather",NA
"10041","","\Atmosphere\Pressure","Pressure",NA
"18","","\Ocean\Basic Physical Properties\Pressure","Pressure","Pressure(depth) measured by CTD"
"218","","\Atmosphere\Pressure\Pressure tendency","Pressure tendency",NA
"74","","\Ocean\Biology\Primary production","Primary production",NA
"578","","\Atmosphere\Total Atmospheric Deposition\Organic acid\Propionate (C2H5COO-)","Propionate (C2H5COO-)",NA
"519","","\Outer Space\Energetic particles / solar wind \Particle flux\Proton differential directional flux","Proton differential directional flux","Flux density energy spectrum of low-, medium-, and high-energy protons from the magnetosphere, the radiation belts or the interplanetary medium, per unit solid angle."
"520","","\Outer Space\Energetic particles / solar wind \Particle flux\Proton integral directional flux","Proton integral directional flux","Flux density of low-, medium-, and high-energy protons from the magnetosphere, the radiation belts or the interplanetary medium."
"188","","\Atmosphere\Clouds\PSC occurrence","PSC occurrence","3D field of Polar Stratospheric Clouds occurrence. - Accuracy expressed as Hit Rate [ HR ] and False Alarm Rate [ FAR ].Simplified: [ FAR/HR] "
"10042","","\Atmosphere\Radiation","Radiation",">Atmosphere>Radiation>UV [category]"
"10074","","\Ocean\Radiation","Radiation",NA
"10101","","\Terrestrial\Land surface\Radiation","Radiation",NA
"111","","\Outer Space\Energetic particles / solar wind \Radiation Dose Rate","Radiation Dose Rate","3D field of the dose rate of energetic particles"
"10046","","\Atmosphere\Radionuclide","Radionuclide",NA
"133","","\Outer Space\Solar monitoring\Radio-waves","Radio-waves","Travelling radio-waves of solar, galactic and extragalactic origin, entering the Earth's environment."
"223","","\Atmosphere\Radionuclide\Radon [Rn-222]","Radon [Rn-222]",NA
"214","","\Atmosphere\Precipitation\Rate of ice accretion","Rate of ice accretion",NA
"10047","","\Atmosphere\Gas\Reactive Gas","Reactive Gas",NA
"10075","","\Ocean\Reactive Gas","Reactive Gas",NA
"575","","\Atmosphere\Radiation\Solar\Reflected solar radiation","Reflected solar radiation",NA
"10108","","\Terrestrial\River","River",NA
"171","","\Terrestrial\River\River discharge","River discharge","Volume of water flowing through a river per unit of time "
"172","","\Terrestrial\River\River stage (level above reference)","River stage (level above reference)",NA
"291","","\Atmosphere\Gas\Reactive Gas\ROOH","ROOH",NA
"708","","\Atmosphere\Aerosol\Composition\Trace elements\Rubidium (Rb), PM2.5","Rubidium (Rb), PM2.5",NA
"709","","\Atmosphere\Aerosol\Composition\Trace elements\Rubidium (Rb), total aerosol","Rubidium (Rb), total aerosol",NA
"239","","\Terrestrial\Land surface\Runway conditions","Runway conditions",NA
"229","","\Atmosphere\Visibility\Runway visual range","Runway visual range",NA
"401","","\Ocean\Snow / Ice / Glacier\Ice\Sea-ice cover","Sea-ice cover","Fraction of an ocean area where ice is present"
"402","","\Ocean\Snow / Ice / Glacier\Ice\Sea-ice elevation","Sea-ice elevation","Elevation of the surface of the sea-ice sheet above sea level"
"403","","\Ocean\Snow / Ice / Glacier\Ice\Sea-ice motion","Sea-ice motion","Sea-ice motion"
"404","","\Ocean\Snow / Ice / Glacier\Ice\Sea-ice surface characteristics","Sea-ice surface characteristics","Sea-ice surface characteristics (albedo, meltpond, dust, snow properties, temperature)"
"405","","\Ocean\Snow / Ice / Glacier\Ice\Sea-ice surface temperature","Sea-ice surface temperature","Temperature of the surface of sea-ice."
"406","","\Ocean\Snow / Ice / Glacier\Ice\Sea-ice thickness","Sea-ice thickness","Thickness of the ice sheet. It is related to sea-ice elevation and ice density"
"407","","\Ocean\Snow / Ice / Glacier\Ice\Sea-ice type","Sea-ice type","Variable convolving several factors (age, roughness, density, etc.) - Accuracy expressed as number of classes. Actually [ classes^-1 ] is used, so that smaller figure corresponds to better performance as usual."
"76","","\Ocean\Miscellaneous\Sea surface heat flux","Sea surface heat flux","Sea Surface Heat Flux"
"77","","\Ocean\Topography\Sea surface height anomaly (SSHA)","Sea surface height anomaly (SSHA)","Sea surface height anomaly"
"742","","\Ocean\Topography\Sea surface height (SSH, OST)","Sea surface height (SSH, OST)",NA
"75","","\Ocean\Miscellaneous\Sea surface Mass Flux","Sea surface Mass Flux","Sea Surface Mass Flux"
"92","","\Ocean\Basic Physical Properties\Sea surface salinity","Sea surface salinity","Salinity of sea water in the surface layer (upper ~ 1 m if observed in MW). In the open ocean the correct term should be ¿halinity¿ with reference of the diversity of salts involved."
"95","","\Ocean\Basic Physical Properties\Sea surface temperature","Sea surface temperature","Temperature of the sea water at surface. The ¿bulk¿ temperature refers to the depth of typically 2 m, the ¿skin¿ temperature refers to within the upper 1 mm. "
"710","","\Atmosphere\Aerosol\Composition\Trace elements\Selenium (Se), total aerosol","Selenium (Se), total aerosol",NA
"203","","\Atmosphere\Gas\Greenhouse Gas\SF6","SF6",NA
"509","","\Atmosphere\Clouds\Optical properties\Short-wave cloud reflectance","Short-wave cloud reflectance","Reflectance of the solar radiation from clouds "
"100","","\Ocean\Waves\Significant wave height","Significant wave height","Average amplitude of the highest 30 of 100 waves."
"82","","\Ocean\Biology\SiO3= (metasilicate)","SiO3= (metasilicate)",NA
"10105","","\Terrestrial\Land surface\Snow / Ice / Glacier\Snow","Snow",NA
"628","","\Terrestrial\Land surface\Snow / Ice / Glacier\Snow\Snow cover (fraction of area)","Snow cover (fraction of area)","Fraction of a given area which is covered by snow"
"629","","\Terrestrial\Land surface\Snow / Ice / Glacier\Snow\Snow depth","Snow depth","Vertical distance from the snow surface to the underlying surface (ground, glacier ice or sea ice)."
"10077","","\Ocean\Snow / Ice / Glacier","Snow / Ice / Glacier",NA
"10094","","\Terrestrial\Lake\Snow / Ice / Glacier","Snow / Ice / Glacier",NA
"10102","","\Terrestrial\Land surface\Snow / Ice / Glacier","Snow / Ice / Glacier",NA
"10109","","\Terrestrial\River\Snow / Ice / Glacier","Snow / Ice / Glacier",NA
"630","","\Terrestrial\Land surface\Snow / Ice / Glacier\Snow\Snow status (wet/dry)","Snow status (wet/dry)","Binary product (dry or melting/thawing) expressing the presence of liquid water in a snow layer- Accuracy expressed as Hit Rate [ HR ] and False Alarm Rate [ FAR ]."
"631","","\Terrestrial\Land surface\Snow / Ice / Glacier\Snow\Snow water equivalent","Snow water equivalent","Vertical depth of the water that would be obtained by melting a snow layer. Linked to snow depth through the density of the snow layer."
"430","","\Atmosphere\Gas\Reactive Gas\Sulfur containing compounds\SO2","SO2",NA
"204","","\Atmosphere\Gas\Greenhouse Gas\SO2F2 (sulfuryl fluoride)","SO2F2 (sulfuryl fluoride)",NA
"548","","\Atmosphere\Total Atmospheric Deposition\Inorganic cations\Sodium (Na+)","Sodium (Na+)",NA
"641","","\Atmosphere\Aerosol\Composition\Inorganic cations\Sodium (Na+), PM10","Sodium (Na+), PM10",NA
"642","","\Atmosphere\Aerosol\Composition\Inorganic cations\Sodium (Na+), PM2.5","Sodium (Na+), PM2.5",NA
"643","","\Atmosphere\Aerosol\Composition\Inorganic cations\Sodium (Na+), total aerosol","Sodium (Na+), total aerosol",NA
"10111","","\Terrestrial\Soil","Soil",NA
"245","","\Terrestrial\Soil\Soil heat Flux","Soil heat Flux",NA
"528","","\Terrestrial\Soil\Humidity\Soil moisture at surface","Soil moisture at surface","Fractional content of water in a volume of wet soil. Surface layer (upper few centimetres)"
"527","","\Terrestrial\Soil\Humidity\Soil moisture (in the roots region)","Soil moisture (in the roots region)","Sub-soil 3D field of the fractional content of water in a volume of wet soil. Requested from surface down to ~ 3 m"
"596","","\Terrestrial\Soil\Temperature\Soil temperature","Soil temperature","The standard depths for soil temperature measurements are 5, 10, 20, 50 and 100 cm below the surface; additional depths may be included. The site for such measurements should be a level plot of bare ground (about 75 cm^2 ) and typical of the surrounding soil for which information is required."
"246","","\Terrestrial\Soil\Soil type","Soil type","Result of the classification of different types of soil within an area - Accuracy expressed as inverse of the number of classes, so that smaller figures correspond to better performance."
"10044","","\Atmosphere\Radiation\Solar","Solar",NA
"134","","\Outer Space\Solar monitoring\Solar Ca II-K image","Solar Ca II-K image","Image of the Sun in the K-line of Ca-II(393.4 nm)"
"150","","\Outer Space\Solar monitoring\Solar coronagraphic image","Solar coronagraphic image","Image of the solar corona surrounding the Sun."
"151","","\Outer Space\Solar monitoring\Solar electric field","Solar electric field","Map of magnitude and direction of the electric field at the solar surface (photosphere)."
"135","","\Outer Space\Solar monitoring\Solar EUV flux","Solar EUV flux","Integrated EUV flux over the solar disk"
"136","","\Outer Space\Solar monitoring\Solar EUV flux spectrum","Solar EUV flux spectrum","Energy spectrum of the EUV flux integrated over the solar disk."
"137","","\Outer Space\Solar monitoring\Solar EUV image","Solar EUV image","Images of the Sun in the Extreme Ultra-Violet (EUV) wavelengths in order to identify features such as filaments, active regions and coronal holes."
"152","","\Outer Space\Solar monitoring\Solar gamma-ray flux","Solar gamma-ray flux","Integrated gamma-ray flux over the solar disk"
"153","","\Outer Space\Solar monitoring\Solar gamma-ray flux spectrum","Solar gamma-ray flux spectrum","Energy spectrum of the gamma-ray flux integrated over the solar disk"
"138","","\Outer Space\Solar monitoring\Solar H-alpha image","Solar H-alpha image","Image of the Sun in the Hydrogen-alpha transition wavelength (656.3 nm)."
"139","","\Outer Space\Solar monitoring\Solar Lyman-alpha flux","Solar Lyman-alpha flux","Solar flux in the Hydrogen Lyman-alpha transition wavelength (121.6 nm)"
"140","","\Outer Space\Solar monitoring\Solar Lyman-alpha image","Solar Lyman-alpha image","Image of the Sun in the Hydrogen Lyman-alpha transition wavelength (121.6 nm)"
"154","","\Outer Space\Solar monitoring\Solar magnetic field","Solar magnetic field","Vector magnetic field (1D or 3D) at the solar surface (photosphere/chromosphere)"
"10090","","\Outer Space\Solar monitoring","Solar monitoring",NA
"155","","\Outer Space\Solar monitoring\Solar radio flux","Solar radio flux","Integrated radio flux over the solar disk."
"156","","\Outer Space\Solar monitoring\Solar radio flux spectrum","Solar radio flux spectrum","Solar radio flux energy spectrum integrated over the solar disk."
"157","","\Outer Space\Solar monitoring\Solar radio image","Solar radio image","2D image of the solar radio flux"
"141","","\Outer Space\Solar monitoring\Solar UV flux","Solar UV flux","Integrated UV flux over the solar disk."
"142","","\Outer Space\Solar monitoring\Solar UV flux spectrum","Solar UV flux spectrum","Energy spectrum of the UV flux integrated over the solar disk."
"143","","\Outer Space\Solar monitoring\Solar UV image","Solar UV image","Images of the Sun in the UV wavelengths."
"158","","\Outer Space\Solar monitoring\Solar velocity fields","Solar velocity fields","Map of 3D velocity of particles of the Solar atmosphere, significant of the Sun interior."
"144","","\Outer Space\Solar monitoring\Solar VIS flux","Solar VIS flux","Integrated VIS flux over the solar disk"
"145","","\Outer Space\Solar monitoring\Solar VIS flux spectrum","Solar VIS flux spectrum","Energy spectrum of the integrated VIS flux over the solar disk."
"146","","\Outer Space\Solar monitoring\Solar VIS image","Solar VIS image","Images of the Sun in the VIS wavelengths."
"159","","\Outer Space\Solar monitoring\Solar white light image","Solar white light image","Image of the Sun in white light"
"409","","\Outer Space\Energetic particles / solar wind \Particle density\Solar wind density","Solar wind density","Density of solar wind plasma"
"112","","\Outer Space\Energetic particles / solar wind \Solar wind temperature","Solar wind temperature","Temperature of solar wind protons"
"113","","\Outer Space\Energetic particles / solar wind \Solar wind velocity","Solar wind velocity","Vector velocity of solar wind plasma"
"147","","\Outer Space\Solar monitoring\Solar X-ray flux","Solar X-ray flux","Integrated X-ray flux over the solar disk"
"148","","\Outer Space\Solar monitoring\Solar X-ray flux spectrum","Solar X-ray flux spectrum","Energy spectrum of the X-ray flux integrated over the solar disk."
"149","","\Outer Space\Solar monitoring\Solar X-ray image","Solar X-ray image","Image of the Sun in X-ray wavelengths"
"56","","\Atmosphere\Special phenomena","Special phenomena",NA
"122","","\Outer Space\Ionospheric disturbances\Spread F","Spread F","Vertical thickness of highly structured ion density in the F-region of the ionosphere."
"57","","\Atmosphere\State of ground","State of ground",NA
"529","","\Atmosphere\Total Atmospheric Deposition\Inorganic acid\Strong acids","Strong acids",NA
"711","","\Atmosphere\Aerosol\Composition\Trace elements\Strontium (Sr), PM2.5","Strontium (Sr), PM2.5",NA
"712","","\Atmosphere\Aerosol\Composition\Trace elements\Strontium (Sr), total aerosol","Strontium (Sr), total aerosol",NA
"543","","\Atmosphere\Total Atmospheric Deposition\Inorganic anions\Sulfate (SO4=), corrected","Sulfate (SO4=), corrected",NA
"619","","\Atmosphere\Aerosol\Composition\Inorganic anions\Sulfate (SO4=), corrected","Sulfate (SO4=), corrected",NA
"544","","\Atmosphere\Total Atmospheric Deposition\Inorganic anions\Sulfate (SO4=), total","Sulfate (SO4=), total",NA
"620","","\Atmosphere\Aerosol\Composition\Inorganic anions\Sulfate (SO4=), total","Sulfate (SO4=), total",NA
"621","","\Atmosphere\Aerosol\Composition\Inorganic anions\Sulfate (SO4=), total, PM10","Sulfate (SO4=), total, PM10",NA
"622","","\Atmosphere\Aerosol\Composition\Inorganic anions\Sulfate (SO4=), total, PM2.5","Sulfate (SO4=), total, PM2.5",NA
"10049","","\Atmosphere\Gas\Reactive Gas\Sulfur containing compounds","Sulfur containing compounds",NA
"302","","\Atmosphere\Total Atmospheric Deposition\Sulphur (S)","Sulphur (S)",NA
"654","","\Atmosphere\Aerosol\Composition\Inorganic nitrogen species\Sum of ammonia (NH3) and ammonium (NH4+), in air and aerosol","Sum of ammonia (NH3) and ammonium (NH4+), in air and aerosol",NA
"655","","\Atmosphere\Aerosol\Composition\Inorganic nitrogen species\Sum of nitric acid (HNO3) and nitrate (NO3-), in air and aerosol","Sum of nitric acid (HNO3) and nitrate (NO3-), in air and aerosol",NA
"270","","\Atmosphere\Radiation\Sunshine duration","Sunshine duration",NA
"271","","\Atmosphere\Radiation\Surface albedo","Surface albedo",NA
"262","","\Atmosphere\Gas\Ozone\Surface ozone","Surface ozone",NA
"504","","\Atmosphere\Gas\Reactive Gas\VOC\t-C4H8 (trans-2-butene)","t-C4H8 (trans-2-butene)",NA
"505","","\Atmosphere\Gas\Reactive Gas\VOC\t-C5H10 (trans-2-pentene)","t-C5H10 (trans-2-pentene)",NA
"10051","","\Atmosphere\Temperature","Temperature",NA
"10096","","\Terrestrial\Lake\Temperature","Temperature",NA
"10106","","\Terrestrial\Land surface\Temperature","Temperature",NA
"10113","","\Terrestrial\Soil\Temperature","Temperature",NA
"227","","\Atmosphere\Temperature\Temperature profile","Temperature profile",NA
"10091","","\Terrestrial","Terrestrial",NA
"713","","\Atmosphere\Aerosol\Composition\Trace elements\Thallium (Tl), PM2.5","Thallium (Tl), PM2.5",NA
"714","","\Atmosphere\Aerosol\Composition\Trace elements\Thallium (Tl), total aerosol","Thallium (Tl), total aerosol",NA
"715","","\Atmosphere\Aerosol\Composition\Trace elements\Thorium (Th), PM2.5","Thorium (Th), PM2.5",NA
"716","","\Atmosphere\Aerosol\Composition\Trace elements\Thorium (Th), total aerosol","Thorium (Th), total aerosol",NA
"10080","","\Ocean\Tides","Tides",NA
"717","","\Atmosphere\Aerosol\Composition\Trace elements\Tin (Sn), PM2.5","Tin (Sn), PM2.5",NA
"718","","\Atmosphere\Aerosol\Composition\Trace elements\Tin (Sn), total aerosol","Tin (Sn), total aerosol",NA
"672","","\Atmosphere\Aerosol\Composition\Trace elements\Titanium (Ti), total aerosol","Titanium (Ti), total aerosol",NA
"10064","","\Ocean\Topography","Topography",NA
"78","","\Ocean\Miscellaneous\Total alkalinity (AT)","Total alkalinity (AT)","The amount of acid necessary to titrate all weak bases in seawater."
"10052","","\Atmosphere\Total Atmospheric Deposition","Total Atmospheric Deposition",NA
